ID,PE,PE Title,Budget Activity,Budget Activity Title,Account,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB
4125,0604741A,"Air Defense Command, Control and Intelligence - Eng Dev",5,System Development & Demonstration,2040,,13033,12008,7943,15857,16310,16462,16669,17088,18233,26983,27262,26978,27974,28993,29297,72052,26343,27376,49264,41512,29012,58492,21516,21757,56549,21375,21513,21737,22340,22415,32450,28785,28936,0,0,139662,37788,0,34209,0,57050,82932,0,83010,0,42876,73333,0,73333,0,38412,18284,0,18294,0,15898,0,15906,0,24569,0
4126,0303112F,Air Force Communications (AIRCOM),7,,3600,,0,0,0,10871,11373,11478,29481,31274,31828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009,2022,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,0305148F ,Air Force Tactical Measurement and Signature Intelligence (MASINT) Systems/Pro,7,,3600,,0,0,0,0,0,0,0,0,0,15259,15259,6486,7298,7436,7510,13811,9750,7905,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,0603856F,Air Force/National Program Cooperation (AFNPC),4,,3600,,16927,0,0,2198,2348,3370,2252,2409,4433,2341,2491,8829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,0401839F ,Air Mobility Tactical Data Link,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6785,22000,32099,4300,0,0,7700,7923,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4130,0603217N,Air Systems and Weapons Advanced Technology,3,,1319,,49234,47825,48775,62621,60592,39667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,0604633A,Air Traffic Control,5,System Development & Demonstration,2040,,1550,4890,4911,1159,2008,2026,1116,2179,2197,2161,2199,2339,2402,2489,2514,2011,2012,2088,6307,4444,4508,7877,4477,4527,11676,8899,8956,16092,14167,14214,8453,7538,7578,0,0,9559,10927,0,9892,0,22218,22900,0,22922,0,10140,9769,0,9769,0,514,514,0,514,0,16756,0,16764,0,10076,0
4132,0305114F,"Air Traffic Control, Approach, and Landing System (ATCALS)",7,Operational Systems Development,3600,,2870,6023,7279,46098,47651,18093,25075,26595,26982,9141,9614,9865,11516,10421,10622,12512,9783,7371,5908,2169,0,3670,3467,0,6395,8293,4672,8796,10796,6867,12939,11313,9006,0,0,26209,34137,0,33268,0,20644,20644,0,63367,0,36427,43187,0,43187,0,31920,32894,0,35674,0,26087,0,23516,0,21485,0
4133,0604218N,Air/Ocean Equipment Engineering,5,System Development & Demonstration,1319,,5755,5733,6061,5789,5995,6051,6386,6290,6346,7332,7555,5725,2851,3041,4309,4325,4461,4506,4411,4491,4558,5431,5557,5578,4738,5054,5162,5362,5731,5750,7780,7454,7485,0,0,5496,6453,0,5735,0,5492,5922,0,5922,0,3658,4060,0,4060,0,3915,4026,0,4026,0,2164,0,2164,0,4515,0
4134,0603207N,Air/Ocean Tactical Applications,4,Advanced Component Development & Prototypes,1319,,26702,28441,29942,31420,32536,30337,30415,32047,32332,31937,33036,32549,21427,22575,22832,24561,25186,24431,30698,31187,27094,35070,32654,31778,39300,43406,47914,65532,67533,66133,112516,118495,116082,0,0,115072,138770,0,123331,0,46274,84962,0,94972,0,31357,34085,0,34085,0,41138,39246,0,42246,0,40429,0,40429,0,41832,0
4135,0604429F ,Airborne Electronic Attack,5,System Development & Demonstration,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29833,119262,120985,12033,12374,12421,23170,23826,20007,42173,43123,34279,10719,11107,11107,0,0,25051,26615,0,25937,0,31821,41000,0,47100,0,3987,4118,0,4118,0,4422,4575,0,4575,0,30687,0,30687,0,8358,0
4136,0603319F,Airborne Laser Program,4,,3600,,252449,311365,304184,386130,231494,148637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,0604373N,Airborne MCM,5,System Development & Demonstration,1319,,31677,51103,52351,49573,50842,47312,58363,61097,52041,73600,73728,67240,88918,90981,88514,50600,51450,50514,52978,53837,54659,57126,58623,56145,55422,55979,54761,40731,41769,39882,43769,50899,48712,0,0,42519,51629,0,45885,0,48614,41142,0,41142,0,60424,73246,0,73246,0,109485,109354,0,117854,0,38941,0,38941,0,11647,0
4138,0305206A,Airborne Reconnaissance Systems,7,Operational Systems Development,2040,,7224,4725,4895,4864,4852,4898,10910,10972,6862,11433,11438,4882,4651,4699,4751,8108,8111,5128,0,5321,5398,0,0,12,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,,,,0,0,,,22870,0
4139,0305206F,Airborne Reconnaissance Systems,7,Operational Systems Development,3600,,123538,138385,136221,127573,144190,136913,60513,57208,77766,64380,60381,66810,71281,77930,77823,60633,60921,55464,55711,55737,51769,51842,52624,52824,111842,64441,64869,111170,103870,149752,169206,145413,143892,0,0,243161,173377,0,168963,0,115471,103877,0,106877,0,88199,96735,0,96735,0,47059,47155,0,37828,0,37652,0,28113,0,50154,0
4140,0305206G,Airborne Reconnaissance Systems,7,,400,,15000,21716,21716,13353,13391,13514,16309,16381,16515,0,11414,11934,0,0,12184,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,0305206N,Airborne Reconnaissance Systems,7,Operational Systems Development,1319,,16337,18779,18853,25964,26135,4759,17272,17381,5736,16171,16171,5469,26675,26989,13345,13866,14375,10191,36564,31399,27918,43191,38991,35038,70175,59337,50677,58793,66339,55719,55082,55327,46208,0,0,49945,0,0,0,0,20000,20000,0,0,0,,0,0,0,0,,,,0,0,,,,,,
4142,0401845F,Airborne Senior Leader C3 (SLC3S),5,System Development & Demonstration,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,1906,1906,1992,19892,19976,20056,0,0,7786,16239,0,15826,0,0,0,0,12535,0,,1960,0,1960,0,,,,0,0,,,,,,
4143,0304260F ,Airborne SIGINT Enterprise,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87762,77798,78920,119646,117390,117834,138346,135162,139627,170714,173160,173631,151842,166989,176989,0,0,159462,153168,0,149268,0,108313,108248,0,121748,0,105737,129106,0,129106,0,83972,100172,0,117110,0,74072,0,106786,0,112775,0
4144,0207417F,Airborne Warning and Control System (AWACS),7,Operational Systems Development,3600,,31669,43382,36178,33171,35325,35653,36732,38972,39787,163725,169649,173956,250114,267846,270397,273971,285737,288787,129334,119746,121565,157751,164982,165820,146341,151593,152721,122425,125710,126300,138053,175514,176040,0,0,201838,246019,0,239755,0,111779,117880,0,135961,0,47171,65200,0,65200,0,143404,148369,0,186256,0,180804,0,180804,0,161812,0
4145,0604201A,Aircraft Avionics,5,System Development & Demonstration,2040,,15027,10272,6324,40527,41893,42280,48999,50838,57474,35971,39559,40308,45499,47155,64650,72521,79356,68857,9898,13259,23451,43662,48554,61946,52802,57420,57786,60781,71325,71562,76491,89508,92977,0,0,70926,98544,0,89210,0,115890,119573,0,144687,0,60472,78538,0,78538,0,64396,76547,0,76588,0,41236,0,37246,0,12939,0
4146,0605606A,Aircraft Certification,6,RDT&E Management Support,2040,,2878,2958,3010,3140,3171,3200,3524,3552,3582,3555,3618,4062,3826,2999,3098,2920,3419,2985,2694,2709,2748,4524,4530,4580,4623,4658,4688,5001,5037,5054,3745,3746,3766,0,0,4938,5584,0,5055,0,5555,5621,0,5630,0,5258,5762,0,5762,0,5953,6022,0,6025,0,4700,0,4700,0,4760,0
4147,0634205N,Aircraft Energy Conservation RDTE Program,4,Advanced Component Development & Prototypes,1320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,1500,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4148,0207268F,Aircraft Engine Component Improvement Program,7,Operational Systems Development,3600,,93338,151546,158329,154308,165395,166926,163498,173351,175101,174205,182755,186690,169947,178582,180112,141803,164150,165609,146527,151082,153265,152969,153736,154319,158560,138159,139042,146359,150547,150956,147200,139689,166563,0,0,115290,151247,0,147396,0,168390,172967,0,182967,0,114802,187984,0,187984,0,86467,89369,0,139369,0,94177,0,109664,0,103942,0
4149,0203752A,Aircraft Engine Component Improvement Program,7,Operational Systems Development,2040,,6543,3626,3859,5658,5873,2929,14443,14889,13017,6759,6767,3689,5285,5339,3399,7117,7121,2427,1982,2036,2066,836,851,860,461,1467,476,326,331,332,767,788,792,0,0,688,784,0,710,0,800,822,0,823,0,804,898,0,898,0,309,315,0,315,0,381,0,381,0,364,0
4150,0203744A,Aircraft Modifications/Product Improvement Programs,7,Operational Systems Development,2040,,23577,71761,80786,97654,106831,95829,141751,145169,143631,206500,204562,196794,273381,276191,187959,297917,242628,224368,304408,336884,409103,299405,303491,301739,327331,328514,325643,298640,459414,452787,240321,212992,209401,0,0,121084,149123,0,134999,0,144904,149469,0,163205,0,193404,280247,0,280247,0,227333,239696,0,257187,0,0,0,264887,0,0,0
4151,0602122N,Aircraft Technology,2,,1319,,30251,21759,20545,21032,20864,21057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,0101122F,Air-Launched Cruise Missile (ALCM),7,Operational Systems Development,3600,,0,5104,5281,5984,6398,6457,9973,6772,6841,19400,20070,26713,23007,29466,29804,6495,11732,11837,3050,2218,2250,3620,3722,3736,4514,4642,4672,384,395,396,3536,3652,3652,0,0,3518,3726,0,3631,0,782,803,0,803,0,322,431,0,431,0,983,450,0,450,0,450,0,450,0,451,0
4153,0603943D8Z,Air-to-Air Technology,3,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,0633011S,Algal Derived Biofuel Program,3,Advanced Technology Development (ATD),401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5851,6000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4155,0603857J,All Service Combat Identification Evaluation Team (ASCIET),4,,400,,12914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,0603857N,All Service Combat Identification Evaluation Team (ASCIET),4,,1319,,0,13898,12949,12654,12989,13110,12994,13410,13530,13715,14084,14414,14465,14886,16765,13289,13475,13626,15085,15451,15696,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,0604321A,All Source Analysis System,5,System Development & Demonstration,2040,,35246,55530,53248,45586,43680,44084,44242,44198,42166,54341,54366,42322,19258,19959,20168,6586,6605,5346,0,9042,7973,0,0,7074,7023,0,0,13211,16411,0,12562,13039,13107,0,0,24322,28047,3111,30674,8100,7400,7405,0,17412,0,5601,5694,0,5694,0,4837,4837,0,4839,0,5532,0,5532,0,4309,0
4158,0604796F,Alternative Fuels,4,Advanced Component Development & Prototypes,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30283,54217,28464,68350,73020,89020,0,0,23259,24693,0,24064,0,,0,0,0,0,,,,0,0,,,,,,,,,,,
4159,0604443F,Third Generation Infrared Surveillance (3GIRS),5,System Development & Demonstration,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67552,67552,102962,75410,75410,230887,953,953,149064,78418,73369,143169,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4160,0634204N,Alternative Test Fuel and Cert Protocol Acceleration,4,Advanced Component Development & Prototypes,1320,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5152,5300,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4161,0401840F ,AMC Command and Control System,3,,3600,,0,0,0,0,0,0,0,0,0,0,0,0,8027,5995,6046,5803,5985,6038,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,0204413N,Amphibious Tactical Support Units (Displacement Craft),7,Operational Systems Development,1319,,1822,0,0,11604,11837,7911,25648,22316,24387,6106,6185,6352,5558,5589,5652,3580,3668,2604,4655,4696,4768,1758,1805,1812,1789,1805,1845,2271,2319,2325,1142,2314,2324,0,0,4315,4902,0,4357,0,5085,5214,0,5214,0,6091,8435,0,8435,0,4534,4382,0,7240,0,4609,0,4609,0,11335,0
4163,0634006D8Z,Anaerobic Digester Technology,4,Advanced Component Development & Prototypes,401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4164,0605798F,Analysis Support Group,7,,3600,Classified (Named),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,0605024F ,Anti-Tamper Technology Executive Agency,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,8474,8808,8000,8478,8780,7855,7345,7789,7858,10029,7715,7827,7791,7984,8014,12399,10861,10930,20407,20912,20987,45828,47276,47276,0,0,40936,43359,0,42255,0,35245,35245,0,35467,0,30413,17037,0,17037,0,25733,26541,0,32086,0,34815,0,34815,0,26718,0
4166,0305142F ,Applied Technology and Integration,7,,3600,Classified (Named),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,0604602F,Armament/Ordnance Development,5,System Development & Demonstration,3600,,11215,18046,23567,9422,9786,8876,6753,3800,3838,8530,8939,9160,8179,8347,8419,8015,8280,8353,7613,7675,7786,13039,5020,5039,7558,3165,1985,12088,2089,2095,21423,18671,18671,0,0,6659,6868,0,6693,0,7755,7755,0,10055,0,8874,9951,0,9951,0,13661,13661,0,16284,0,29112,0,31112,0,40154,0
4168,0604220A,"Armed, Deployable Helos",5,System Development & Demonstration,2040,,0,0,0,511,528,532,1764,2326,2345,1759,1790,1873,0,0,0,43315,43366,0,88509,91860,13964,217203,131315,132781,176132,181145,82310,63017,135205,135652,61643,66169,65515,0,0,69922,80140,0,72550,0,80323,82363,0,166132,0,80934,90494,0,90494,0,26000,69807,0,73309,0,0,0,0,0,0,0
4169,0603645A ,Armored System Modernization - Adv Dev,4,,2040,,0,0,0,0,0,0,0,0,0,127951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,0604645A,Armored Systems Modernization (ASM)-Eng. Dev.,5,,2040,,4259,2861,2877,2115,2180,2200,0,0,0,159175,239213,59860,1373156,1423146,1701331,2098130,2268236,2700455,2870086,2745716,3065629,2927532,2956921,3310477,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,0603711BR,Arms Control Technology,3,,400,,57168,73908,73528,67380,67380,52930,60192,62909,52474,42023,43433,37646,6727,6438,4807,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,0605857A,Environmental Quality Technology Mgmt Support,6,RDT&E Management Support,2040,,0,0,0,5019,5368,5418,1662,1719,1733,1794,1820,1902,6098,4780,4938,4334,4336,4527,3838,3957,4014,4279,4370,4418,8790,4926,4958,9966,5110,5125,4991,5165,5191,0,0,3084,3529,0,3195,0,4801,4953,0,4961,0,4276,4601,0,4601,0,5019,5191,0,5193,0,2611,0,2612,0,3186,0
4173,0602789A,ARMY Artificial Intelligence Technology,2,,2040,,1119,1228,1267,1,1326,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,0603713A,Army Data Distribution System,4,,2040,,16084,3748,10,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,0605716A,Army Evaluation Center,6,RDT&E Management Support,2040,,26248,26413,24163,25855,26095,26337,29763,44611,31365,43809,37923,41250,59362,46527,57074,56837,61212,62209,49882,56388,57305,55554,59465,60129,59347,61295,61694,61461,63173,63382,63961,67555,66309,0,0,60694,67879,0,61450,0,62845,63202,0,63302,0,57037,62765,0,62765,0,64425,65240,0,65274,0,55031,0,55039,0,52694,0
4176,0605301A,Army Kwajalein Atoll,6,RDT&E Management Support,2040,,127470,135217,139322,147442,151920,153326,144005,148825,150071,125327,126486,132831,177197,138884,137307,139339,139939,143921,156212,153317,154535,173455,176916,178891,180812,180052,182136,169367,174024,174601,157391,162662,163514,0,0,190005,180924,0,163788,0,141365,145377,0,145606,0,162089,176816,0,176816,0,187225,193555,0,193658,0,175956,0,176041,0,205145,0
4177,0603305A ,Army Missle Defense Systems Integration,4,Advanced Component Development & Prototypes,2040,,0,0,0,0,0,0,0,0,0,36790,37233,27887,101208,108078,51547,109799,112069,53509,78756,81494,14573,85637,88001,11233,128776,127408,14389,90552,90765,14005,80079,71788,14683,0,0,11156,12653,0,11455,0,23463,24386,0,36009,0,22340,14505,0,14505,0,23117,23289,0,15301,0,25795,0,12797,0,10347,0
4178,0603308A,Army Space Systems Integration,4,Advanced Component Development & Prototypes,2040,,37929,68653,61528,93808,96380,12573,68481,70021,19491,56974,57429,7417,33735,35532,9632,31776,32131,4871,32188,48186,9284,29109,38740,11771,58078,49285,17421,53416,47828,19986,126189,118610,117471,0,0,29845,30433,0,27551,0,9557,9763,0,9612,0,9038,9876,0,9876,0,13448,13584,0,13592,0,13996,0,13999,0,25061,0
4179,0604818A,Army Tactical Command & Control Hardware & Software,5,System Development & Demonstration,2040,,33993,43387,38970,37849,39059,33420,59276,57216,50887,97970,96326,80672,97612,101166,98129,64585,64811,68110,77381,66026,66980,67619,59901,69172,109923,100132,99202,63552,65317,67535,72820,79448,90864,0,0,57264,67349,0,60970,0,91490,93846,0,123935,0,50279,77223,0,77223,0,22900,22945,0,22958,0,29675,0,29683,0,163643,0
4180,0605602A,Army Technical Test Instrumentation and Targets,6,RDT&E Management Support,2040,,41726,32825,31439,39094,36915,33156,35560,34719,34259,41774,41052,43222,72595,56899,54986,71804,60142,52433,54039,68299,62687,82525,80467,74066,89281,85862,74391,84905,80705,74624,82054,84389,72911,0,0,68118,65217,0,59040,0,68968,70116,0,70227,0,61711,69183,0,69183,0,63944,66025,0,66061,0,45573,0,45596,0,51550,0
4181,0605601A,Army Test Ranges and Facilities,6,RDT&E Management Support,2040,,120024,144153,146485,120277,121532,119657,115473,113451,114411,129665,130727,144183,233336,182885,174603,188226,191688,181114,349783,364007,369943,381740,385498,389840,349886,355715,357964,356720,346431,342079,346015,352845,354693,0,0,399931,435152,0,393937,0,366327,311650,8513,270969,8513,334087,369900,0,369900,0,335270,340477,0,340659,0,274980,0,275025,0,277646,0
4182,0603854A,Artillery Systems - Dem/Val,4,,2040,,300429,263844,266158,341765,352051,355309,427273,444091,447949,306778,356651,251665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,0604854A,Artillery Systems - EMD,5,System Development & Demonstration,2040,,1059,4763,4782,19006,19920,20105,63655,61961,62481,30483,26614,251376,31155,32289,32629,12016,12022,9550,5222,5397,5476,1598,1632,1650,30603,24067,24221,32261,33190,42300,152935,115811,23318,0,0,99937,59234,0,53624,0,116293,120032,0,120146,0,149667,167797,0,167797,0,117241,121270,0,80613,0,1911,0,1912,0,1953,0
4184,0603892D8Z,ASAT,4,,400,,0,7100,7232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,0604942D8Z,Assessments and Evaluations,6,Management Support,400,,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,2434,2496,0,2500,0,2574,2690,0,2757,0,2145,2419,0,2419,0,2051,2115,0,2127,0,15639,0,21661,0,28674,0
4186,0603254N,ASW Systems Development,4,Advanced Component Development & Prototypes,1319,,25030,19657,20333,27042,27409,19680,14427,14790,12922,25011,25335,13207,18519,14340,11149,17357,17869,4541,20545,18944,7050,24840,25337,16782,20640,20378,16706,38370,37081,28799,25144,25553,16585,0,0,7969,9282,0,8249,0,7610,7896,0,7915,0,7306,8090,0,8090,0,6809,6964,0,7964,0,7782,0,7782,0,5555,0
4187,0604830F,Automated Air-to-Air Refueling,4,Advanced Component Development & Prototypes,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9610,9862,9889,42978,43158,43158,0,0,83,87,0,85,0,,0,0,0,0,,,,0,0,,,,,,,,,,,
4188,0603232D8Z,Automatic Target Recognition,3,,400,,6107,3588,7529,7465,7465,7534,7638,7638,7716,4403,5367,7404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,0604746A,Automatic Test Equipment Development,5,System Development & Demonstration,2040,,9423,15924,16063,12466,12837,12956,12751,13174,11582,12647,12899,11839,10918,11316,4634,9074,8748,4713,2160,2221,54,7896,8046,8136,11546,9961,18025,17020,18521,23582,11737,15240,15320,0,0,13553,15510,0,14041,0,13932,14361,0,14375,0,10307,10815,0,10815,0,6498,6697,0,6701,0,11079,0,11084,0,8960,0
4190,0604214N,AV-8B Aircraft - Eng Dev,5,System Development & Demonstration,1319,,40079,36410,38387,28134,28654,38061,34251,30723,32897,17712,18154,18565,10340,8630,10527,19335,13140,12284,19517,15322,15556,20902,21682,13878,22128,17011,17360,33654,29843,29924,24134,20799,20886,0,0,22063,25730,0,22867,0,22810,30676,0,30676,0,16128,32789,0,32789,0,30291,33325,0,35825,0,25372,0,25372,0,39878,0
4191,0603801A,Aviation - Adv Dev,4,Advanced Component Development & Prototypes,2040,,10996,8509,8655,9506,9757,5848,12807,13196,9105,10660,10767,8643,13583,14307,9968,22809,16017,9233,5384,7146,6249,8848,9536,6542,8876,6440,6481,26507,9822,7455,13177,8492,8537,0,0,8058,9229,0,8355,0,6879,7218,0,7107,0,7227,8602,0,8602,0,4848,5015,0,5018,0,0,0,0,0,0,0
4192,0604801A,Aviation - Eng Dev,5,,2040,,11056,14111,13439,10698,11993,7104,5365,4032,2263,2979,3481,3150,3227,3344,2379,3236,3239,2378,0,1380,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,0603003A,Aviation Advanced Technology,3,Advanced Technology Development,2040,,43509,30626,33921,26835,28545,28810,37290,38496,44843,42388,41924,45404,83686,84966,72083,92788,96465,69549,100095,106577,48318,93880,96575,64654,99457,98899,53890,102207,106285,57277,104229,112388,60097,0,0,55492,63465,0,57454,0,60333,62095,0,62193,0,57364,64215,0,64215,0,78513,81037,0,81080,0,102950,0,88990,0,89736,0
4194,1160422BB,Aviation Engineering Analysis,3,Advanced Technology Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3412,3529,3544,0,0,4628,4227,0,4234,0,815,837,0,837,0,635,861,0,861,0,,0,0,0,0,,,0,0,,
4195,0205633N,Aviation Improvements,7,Operational Systems Development,1319,,58284,48959,53000,48339,50475,51018,49976,44929,41430,38878,39928,40915,67410,68552,60073,75417,78164,62635,92494,94928,81546,97012,98324,71612,95667,117805,100284,95112,99986,122906,121986,134612,135840,0,0,90987,150337,0,133611,0,101135,100415,0,123012,0,71945,89157,0,89157,0,76009,78608,0,88607,0,85037,0,106936,0,117759,0
4196,0606301D8Z,Aviation Safety Technologies,6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7699,7936,8000,0,0,10500,10881,0,10900,0,6877,6879,0,6925,0,,0,0,0,0,,,,0,0,,,,,,
4197,0603216N,Aviation Survivability,4,Advanced Component Development & Prototypes,1319,,10585,13622,14201,7346,7458,7536,29108,13703,25572,20359,20378,7486,16992,21628,6809,38312,39062,10820,44285,44261,6255,28860,29513,6177,21302,21625,6252,15373,13674,5917,29575,27291,14505,8000,0,9151,10667,0,9480,0,10720,10893,0,10893,0,7970,8783,0,8783,0,6637,5591,0,5591,0,4325,0,4325,0,5404,0
4198,0602211A,Aviation Technology,2,Applied Research,2040,,23854,29096,30048,30216,30794,31080,41295,43859,49265,39163,39693,43692,39406,39172,39459,47536,47780,41629,38073,39424,34295,39383,40156,32804,42547,43280,42567,46232,46898,42013,44810,49273,41332,0,0,40869,48025,0,43476,0,43430,44539,0,44610,0,46828,51607,0,51607,0,54667,55586,0,55615,0,63414,0,63433,0,56884,0
4199,0702239A ,Avionics Component Improvement Program,7,Operational Systems Development,2040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954,955,997,953,980,994,1281,1020,1031,989,1017,1024,991,1019,1023,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
